tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
CB7-7a	CB7-7a_LP-DIR-T	CB7-7		lt	350.7	50.0	3.0	4.0	100.0	45.3	8.6	573.0	273.0	K		hargrave 2021-11-29 17:45:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB7-7a	CB7-7a_LP-DIR-T	CB7-7		lt	335.2	55.1	3.0	4.0	0.0	45.3	8.6	573.0	273.0	K		hargrave 2021-11-29 17:45:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB7-7a	CB7-7a_LP-DIR-T	CB7-7		ht	261.7	51.3	3.0	6.0	100.0	0.0	23.0	938.0	873.0	K		hargrave 2021-11-29 17:45:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB7-7a	CB7-7a_LP-DIR-T	CB7-7		mt	261.0	39.2	3.0	12.0	100.0	0.0	1.1	855.0	793.0	K		hargrave 2021-11-29 17:45:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB7-8a	CB7-8a_LP-DIR-T	CB7-8		lt	165.4	-16.5	2.0	4.0	-1.0	34.8	4.0	573.0	273.0	K		hargrave 2021-10-28 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB7-8a		CB7-8																	This study	LP-NOMAG			
CB7-8a	CB7-8a_LP-DIR-T	CB7-8		mt	208.4	39.2	2.0	11.0	-1.0	0.0	2.4	855.0	803.0	K		hargrave 2021-10-28 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB7-8a	CB7-8a_LP-DIR-T	CB7-8		lt	70.0	69.6	2.0	4.0	0.0	34.8	4.0	573.0	273.0	K		hargrave 2021-10-28 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB7-8a	CB7-8a_LP-DIR-T	CB7-8		mt	264.7	41.2	2.0	11.0	0.0	0.0	2.4	855.0	803.0	K		hargrave 2021-10-28 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB7-8a	CB7-8a_LP-DIR-T	CB7-8		lt	62.6	57.3	2.0	4.0	100.0	34.8	4.0	573.0	273.0	K		hargrave 2021-10-28 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB7-8a	CB7-8a_LP-DIR-T	CB7-8		mt	273.2	51.2	2.0	11.0	100.0	0.0	2.4	855.0	803.0	K		hargrave 2021-10-28 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB8-1a		CB8-1																	This study	LP-NOMAG			
CB8-1a	CB8-1a_LP-DIR-T	CB8-1		mt	276.9	43.3	2.0	8.0	100.0	21.3	1.9	843.0	793.0	K		hargrave 2021-11-28 17:41:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-1a	CB8-1a_LP-DIR-T	CB8-1		lt	7.9	57.3	2.0	4.0	100.0	23.2	2.8	573.0	273.0	K		hargrave 2021-11-28 17:41:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-1a	CB8-1a_LP-DIR-T	CB8-1		mt	54.2	49.2	2.0	8.0	-1.0	21.3	1.9	843.0	793.0	K		hargrave 2021-11-28 17:41:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-1a	CB8-1a_LP-DIR-T	CB8-1		lt	9.2	67.7	2.0	4.0	0.0	23.2	2.8	573.0	273.0	K		hargrave 2021-11-28 17:41:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-1a	CB8-1a_LP-DIR-T	CB8-1		lt	157.3	58.8	2.0	4.0	-1.0	23.2	2.8	573.0	273.0	K		hargrave 2021-11-28 17:41:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-1a	CB8-1a_LP-DIR-T	CB8-1		mt	267.2	42.8	2.0	8.0	0.0	21.3	1.9	843.0	793.0	K		hargrave 2021-11-28 17:41:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-2a	CB8-2a_LP-DIR-T	CB8-2		lt	13.0	49.9	2.0	4.0	0.0	60.3	3.1	573.0	273.0	K		hargrave 2021-11-28 17:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-2a	CB8-2a_LP-DIR-T	CB8-2		mt	262.5	38.6	2.0	11.0	0.0	6.5	2.6	859.0	793.0	K		hargrave 2021-11-28 17:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-2a	CB8-2a_LP-DIR-T	CB8-2		mt	270.9	40.1	2.0	11.0	100.0	6.5	2.6	859.0	793.0	K		hargrave 2021-11-28 17:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-2a		CB8-2																	This study	LP-NOMAG			
CB8-2a	CB8-2a_LP-DIR-T	CB8-2		lt	11.6	39.6	2.0	4.0	100.0	60.3	3.1	573.0	273.0	K		hargrave 2021-11-28 17:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-2a	CB8-2a_LP-DIR-T	CB8-2		lt	177.7	31.9	2.0	4.0	-1.0	60.3	3.1	573.0	273.0	K		hargrave 2021-11-28 17:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-2a	CB8-2a_LP-DIR-T	CB8-2		mt	81.7	43.6	2.0	11.0	-1.0	6.5	2.6	859.0	793.0	K		hargrave 2021-11-28 17:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-3a	CB8-3a_LP-DIR-T	CB8-3		lt	2.6	66.3	2.0	4.0	0.0	31.2	1.8	573.0	273.0	K		hargrave 2021-11-28 17:44:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-3a		CB8-3																	This study	LP-NOMAG			
CB8-3a	CB8-3a_LP-DIR-T	CB8-3		lt	163.3	24.5	2.0	4.0	-1.0	31.2	1.8	573.0	273.0	K		hargrave 2021-11-28 17:44:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-3a	CB8-3a_LP-DIR-T	CB8-3		mt	276.0	34.6	2.0	9.0	100.0	19.6	3.1	833.0	733.0	K		hargrave 2021-11-28 17:44:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-3a	CB8-3a_LP-DIR-T	CB8-3		lt	3.2	55.9	2.0	4.0	100.0	31.2	1.8	573.0	273.0	K		hargrave 2021-11-28 17:44:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-3a	CB8-3a_LP-DIR-T	CB8-3		mt	268.9	34.2	2.0	9.0	0.0	19.6	3.1	833.0	733.0	K		hargrave 2021-11-28 17:44:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-3a	CB8-3a_LP-DIR-T	CB8-3		mt	233.1	34.2	2.0	9.0	-1.0	19.6	3.1	833.0	733.0	K		hargrave 2021-11-28 17:44:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-4a	CB8-4a_LP-DIR-T	CB8-4		mt	270.5	40.9	2.0	10.0	100.0	12.4	2.1	849.0	773.0	K		hargrave 2021-11-28 17:46:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-4a		CB8-4																	This study	LP-NOMAG			
CB8-4a	CB8-4a_LP-DIR-T	CB8-4		lt	14.4	58.7	2.0	4.0	100.0	46.3	1.5	573.0	273.0	K		hargrave 2021-11-28 17:46:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-4a	CB8-4a_LP-DIR-T	CB8-4		lt	194.9	51.0	2.0	4.0	-1.0	46.3	1.5	573.0	273.0	K		hargrave 2021-11-28 17:46:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-4a	CB8-4a_LP-DIR-T	CB8-4		mt	261.8	39.3	2.0	10.0	0.0	12.4	2.1	849.0	773.0	K		hargrave 2021-11-28 17:46:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-4a	CB8-4a_LP-DIR-T	CB8-4		mt	104.8	36.9	2.0	10.0	-1.0	12.4	2.1	849.0	773.0	K		hargrave 2021-11-28 17:46:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-4a	CB8-4a_LP-DIR-T	CB8-4		lt	18.7	68.8	2.0	4.0	0.0	46.3	1.5	573.0	273.0	K		hargrave 2021-11-28 17:46:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-5a	CB8-5a_LP-DIR-T	CB8-5		mt	116.3	25.4	2.0	11.0	-1.0	14.2	2.9	854.0	773.0	K		hargrave 2021-11-28 17:47:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-5a	CB8-5a_LP-DIR-T	CB8-5		lt	6.4	62.5	2.0	4.0	0.0	44.4	5.0	573.0	273.0	K		hargrave 2021-11-28 17:47:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-5a	CB8-5a_LP-DIR-T	CB8-5		lt	192.3	34.7	2.0	4.0	-1.0	44.4	5.0	573.0	273.0	K		hargrave 2021-11-28 17:47:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-5a		CB8-5																	This study	LP-NOMAG			
CB8-5a	CB8-5a_LP-DIR-T	CB8-5		mt	263.9	34.7	2.0	11.0	0.0	14.2	2.9	854.0	773.0	K		hargrave 2021-11-28 17:47:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-5a	CB8-5a_LP-DIR-T	CB8-5		lt	6.0	52.1	2.0	4.0	100.0	44.4	5.0	573.0	273.0	K		hargrave 2021-11-28 17:47:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-5a	CB8-5a_LP-DIR-T	CB8-5		mt	271.3	36.0	2.0	11.0	100.0	14.2	2.9	854.0	773.0	K		hargrave 2021-11-28 17:47:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-6a	CB8-6a_LP-DIR-T	CB8-6		mt	284.1	46.2	2.0	12.0	100.0	0.0	1.9	859.0	773.0	K		hargrave 2021-11-28 17:48:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB8-6a	CB8-6a_LP-DIR-T	CB8-6		mt	273.2	46.9	2.0	12.0	0.0	0.0	1.9	859.0	773.0	K		hargrave 2021-11-28 17:48:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB8-6a	CB8-6a_LP-DIR-T	CB8-6		lt	17.5	53.0	2.0	4.0	0.0	52.6	2.3	573.0	273.0	K		hargrave 2021-11-28 17:48:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-6a	CB8-6a_LP-DIR-T	CB8-6		lt	15.2	42.8	2.0	4.0	100.0	52.6	2.3	573.0	273.0	K		hargrave 2021-11-28 17:48:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-6a	CB8-6a_LP-DIR-T	CB8-6		lt	189.0	33.3	2.0	4.0	-1.0	52.6	2.3	573.0	273.0	K		hargrave 2021-11-28 17:48:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-6a		CB8-6																	This study	LP-NOMAG			
CB8-6a	CB8-6a_LP-DIR-T	CB8-6		mt	108.5	43.9	2.0	12.0	-1.0	0.0	1.9	859.0	773.0	K		hargrave 2021-11-28 17:48:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB8-7a	CB8-7a_LP-DIR-T	CB8-7		mt	269.6	36.8	2.0	9.0	100.0	16.6	3.0	843.0	773.0	K		hargrave 2021-11-28 17:50:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-7a	CB8-7a_LP-DIR-T	CB8-7		lt	4.8	54.7	2.0	4.0	100.0	37.2	3.0	573.0	273.0	K		hargrave 2021-11-28 17:50:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-7a	CB8-7a_LP-DIR-T	CB8-7		lt	4.8	65.1	2.0	4.0	0.0	37.2	3.0	573.0	273.0	K		hargrave 2021-11-28 17:50:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-7a	CB8-7a_LP-DIR-T	CB8-7		mt	262.1	35.2	2.0	9.0	0.0	16.6	3.0	843.0	773.0	K		hargrave 2021-11-28 17:50:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-7a	CB8-7a_LP-DIR-T	CB8-7		lt	343.9	72.8	2.0	4.0	-1.0	37.2	3.0	573.0	273.0	K		hargrave 2021-11-28 17:50:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-7a		CB8-7																	This study	LP-NOMAG			
CB8-7a	CB8-7a_LP-DIR-T	CB8-7		mt	241.4	31.6	2.0	9.0	-1.0	16.6	3.0	843.0	773.0	K		hargrave 2021-11-28 17:50:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-8a	CB8-8a_LP-DIR-T	CB8-8		mt	264.8	28.9	2.0	11.0	100.0	8.1	2.8	838.0	713.0	K		hargrave 2021-11-18 15:58:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB8-8a		CB8-8																	This study	LP-NOMAG			
CB8-8a	CB8-8a_LP-DIR-T	CB8-8		lt	157.5	45.6	2.0	4.0	-1.0	61.1	4.1	573.0	273.0	K		hargrave 2021-11-18 15:58:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-8a	CB8-8a_LP-DIR-T	CB8-8		mt	25.3	43.2	2.0	11.0	-1.0	8.1	2.8	838.0	713.0	K		hargrave 2021-11-18 15:58:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB8-8a	CB8-8a_LP-DIR-T	CB8-8		lt	24.8	61.6	2.0	4.0	0.0	61.1	4.1	573.0	273.0	K		hargrave 2021-11-18 15:58:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-8a	CB8-8a_LP-DIR-T	CB8-8		mt	259.4	26.6	2.0	11.0	0.0	8.1	2.8	838.0	713.0	K		hargrave 2021-11-18 15:58:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB8-8a	CB8-8a_LP-DIR-T	CB8-8		lt	20.0	51.7	2.0	4.0	100.0	61.1	4.1	573.0	273.0	K		hargrave 2021-11-18 15:58:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		ht	275.5	22.3	3.0	7.0	100.0	1.7	4.0	938.0	873.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		mt	275.7	22.7	3.0	12.0	100.0	0.0	1.4	859.0	773.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		lt	3.2	32.0	3.0	3.0	100.0	69.2	13.9	473.0	273.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		ht	271.2	22.0	3.0	7.0	0.0	1.7	4.0	938.0	873.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-1a		CB9-1																	This study	LP-NOMAG			
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		lt	2.9	42.4	3.0	3.0	0.0	69.2	13.9	473.0	273.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		mt	134.3	14.3	3.0	12.0	-1.0	0.0	1.4	859.0	773.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		lt	216.9	33.2	3.0	3.0	-1.0	69.2	13.9	473.0	273.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		mt	271.3	22.4	3.0	12.0	0.0	0.0	1.4	859.0	773.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB9-1a	CB9-1a_LP-DIR-T	CB9-1		ht	134.1	13.9	3.0	7.0	-1.0	1.7	4.0	938.0	873.0	K		hargrave 2021-11-28 17:51:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-2a	CB9-2a_LP-DIR-T	CB9-2		lt	103.7	57.7	2.0	3.0	-1.0	64.8	8.7	473.0	273.0	K		hargrave 2021-11-28 17:53:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-2a	CB9-2a_LP-DIR-T	CB9-2		mt	313.9	42.8	2.0	9.0	-1.0	13.5	2.8	823.0	693.0	K		hargrave 2021-11-28 17:53:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-2a	CB9-2a_LP-DIR-T	CB9-2		lt	36.4	57.7	2.0	3.0	0.0	64.8	8.7	473.0	273.0	K		hargrave 2021-11-28 17:53:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-2a	CB9-2a_LP-DIR-T	CB9-2		mt	282.3	30.1	2.0	9.0	0.0	13.5	2.8	823.0	693.0	K		hargrave 2021-11-28 17:53:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-2a	CB9-2a_LP-DIR-T	CB9-2		mt	288.1	28.2	2.0	9.0	100.0	13.5	2.8	823.0	693.0	K		hargrave 2021-11-28 17:53:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-2a	CB9-2a_LP-DIR-T	CB9-2		lt	29.8	48.5	2.0	3.0	100.0	64.8	8.7	473.0	273.0	K		hargrave 2021-11-28 17:53:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-2a		CB9-2																	This study	LP-NOMAG			
CB9-3a	CB9-3a_LP-DIR-T	CB9-3		ht	286.0	30.8	2.0	7.0	100.0	2.4	6.6	938.0	873.0	K		hargrave 2021-11-28 17:54:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-3a	CB9-3a_LP-DIR-T	CB9-3		mt	286.4	26.3	2.0	12.0	100.0	0.0	1.4	859.0	773.0	K		hargrave 2021-11-28 17:54:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB9-3a	CB9-3a_LP-DIR-T	CB9-3		ht	279.7	32.2	2.0	7.0	0.0	2.4	6.6	938.0	873.0	K		hargrave 2021-11-28 17:54:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-3a	CB9-3a_LP-DIR-T	CB9-3		ht	226.3	1.7	2.0	7.0	-1.0	2.4	6.6	938.0	873.0	K		hargrave 2021-11-28 17:54:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-3a	CB9-3a_LP-DIR-T	CB9-3		mt	230.0	-0.7	2.0	12.0	-1.0	0.0	1.4	859.0	773.0	K		hargrave 2021-11-28 17:54:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB9-3a	CB9-3a_LP-DIR-T	CB9-3		mt	281.2	28.0	2.0	12.0	0.0	0.0	1.4	859.0	773.0	K		hargrave 2021-11-28 17:54:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB9-3a		CB9-3																	This study	LP-NOMAG			
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		lt	231.2	27.5	3.0	3.0	-1.0	64.9	5.5	473.0	273.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		mt	284.3	28.1	3.0	11.0	100.0	0.0	1.3	859.0	793.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		lt	11.6	33.6	3.0	3.0	100.0	64.9	5.5	473.0	273.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		ht	281.1	29.5	3.0	7.0	0.0	1.4	11.4	938.0	873.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		mt	278.6	29.4	3.0	11.0	0.0	0.0	1.3	859.0	793.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		ht	286.7	27.8	3.0	7.0	100.0	1.4	11.4	938.0	873.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		lt	12.7	43.9	3.0	3.0	0.0	64.9	5.5	473.0	273.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-4a		CB9-4																	This study	LP-NOMAG			
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		ht	164.4	-3.2	3.0	7.0	-1.0	1.4	11.4	938.0	873.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-4a	CB9-4a_LP-DIR-T	CB9-4		mt	162.3	-2.9	3.0	11.0	-1.0	0.0	1.3	859.0	793.0	K		hargrave 2021-11-28 17:57:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		
CB9-5a	CB9-5a_LP-DIR-T	CB9-5		mt	276.5	26.7	3.0	6.0	0.0	10.0	1.9	813.0	733.0	K		hargrave 2021-11-28 17:59:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
CB9-5a	CB9-5a_LP-DIR-T	CB9-5		ht	308.0	43.5	3.0	7.0	100.0	6.9	9.4	938.0	873.0	K		hargrave 2021-11-28 17:59:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-5a	CB9-5a_LP-DIR-T	CB9-5		mt	281.6	26.0	3.0	6.0	100.0	10.0	1.9	813.0	733.0	K		hargrave 2021-11-28 17:59:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-5a	CB9-5a_LP-DIR-T	CB9-5		lt	5.8	37.9	3.0	3.0	100.0	59.6	4.8	473.0	273.0	K		hargrave 2021-11-28 17:59:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
CB9-5a	CB9-5a_LP-DIR-T	CB9-5		ht	141.5	46.2	3.0	7.0	-1.0	6.9	9.4	938.0	873.0	K		hargrave 2021-11-28 17:59:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
CB9-5a	CB9-5a_LP-DIR-T	CB9-5		lt	6.0	48.3	3.0	3.0	0.0	59.6	4.8	473.0	273.0	K		hargrave 2021-11-28 17:59:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
